I,'ID',STAT,AREA,ZONE,      PL,        QL,        IP,        IQ,        YP,        YQ, OWNER,SCALE,INTRPT,  DGENP,     DGENQ, DGENM
 5287,'1 ',1,   5,  17,    19.782,     4.295,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5287,'2 ',1,   5,  17,   118.503,    25.729,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5287,'3 ',1,   5,  17,   105.462,    22.897,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5288,'1 ',1,   5,  16,    17.762,     3.856,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5289,'1 ',1,   5,  16,    91.035,    19.765,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5290,'1 ',1,   5,  18,    39.600,     8.598,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5291,'1 ',1,   5,  17,   188.147,    40.849,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5292,'1 ',1,   5,  17,    80.978,    17.581,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5293,'1 ',1,   5,  18,    82.172,    17.841,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5294,'1 ',1,   5,  16,   145.059,    31.494,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5296,'1 ',1,   5,  16,   133.533,    28.992,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5305,'1 ',1,   5,  16,   247.193,    53.669,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5306,'1 ',1,   5,  17,    53.252,    11.562,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5307,'1 ',1,   5,  16,   187.341,    40.674,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5308,'1 ',1,   5,  16,    20.037,     4.350,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5309,'1 ',1,   5,  16,   128.999,    28.008,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5310,'1 ',1,   5,  17,    91.341,    19.831,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5311,'1 ',1,   5,  16,    53.451,    11.605,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5312,'1 ',1,   5,  17,   106.762,    23.179,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5313,'1 ',1,   5,  16,    21.039,     4.568,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5314,'1 ',1,   5,  13,    15.644,     3.397,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5315,'1 ',1,   5,  17,    41.417,     8.992,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5316,'1 ',1,   5,  16,   229.928,    49.920,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5323,'1 ',1,   5,  17,   286.367,    62.174,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5327,'1 ',1,   5,  14,     5.238,     1.137,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5328,'1 ',1,   5,  13,     0.423,     0.092,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5328,'2 ',1,   5,  13,     6.961,     1.511,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5328,'3 ',1,   5,  13,    10.414,     2.261,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5329,'1 ',1,   5,  16,   193.464,    42.004,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5330,'1 ',1,   5,  17,    84.541,    18.355,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5331,'1 ',1,   5,  16,    34.393,     7.467,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5332,'1 ',1,   5,  17,   111.084,    24.118,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5333,'1 ',1,   5,  14,   141.101,    30.635,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5334,'1 ',1,   5,  15,    31.250,     6.785,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5335,'1 ',1,   5,  17,   217.553,    47.234,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5336,'1 ',1,   5,  16,    96.747,    21.005,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5337,'1 ',1,   5,  12,    24.512,     5.322,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5338,'1 ',1,   5,  18,   104.734,    22.739,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5339,'1 ',1,   5,  17,   104.409,    22.669,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5340,'1 ',1,   5,  16,    37.772,     8.201,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5340,'2 ',1,   5,  16,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5340,'3 ',1,   5,  16,     6.522,     1.416,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5341,'1 ',1,   5,  17,    50.503,    10.965,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5344,'1 ',1,   5,  16,   123.600,    26.835,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5345,'1 ',1,   5,  14,    43.218,     9.383,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5346,'1 ',1,   5,  17,   119.149,    25.869,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5347,'1 ',1,   5,  15,    24.379,     5.293,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5348,'1 ',1,   5,  14,    12.074,     2.621,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5349,'1 ',1,   5,  16,    79.381,    17.235,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5351,'1 ',1,   5,  16,   227.438,    49.380,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5352,'1 ',1,   5,  16,    54.603,    11.855,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5353,'1 ',1,   5,  17,    73.841,    16.032,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5354,'1 ',1,   5,  16,   101.430,    22.022,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5355,'1 ',1,   5,  14,     7.372,     1.601,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5356,'1 ',1,   5,  16,   159.775,    34.689,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5357,'1 ',1,   5,  16,   118.808,    25.795,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5362,'1 ',1,   5,  12,    44.247,     9.607,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5370,'1 ',1,   5,  17,   138.317,    30.031,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5371,'1 ',1,   5,  16,    90.041,    19.549,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5372,'1 ',1,   5,  16,    51.936,    11.276,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5373,'1 ',1,   5,  17,   119.975,    26.048,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5373,'2 ',1,   5,  17,    84.897,    18.432,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5374,'1 ',1,   5,  16,    90.166,    19.576,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5375,'1 ',1,   5,  17,    81.025,    17.592,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5376,'1 ',1,   5,  17,    62.440,    13.557,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5377,'1 ',1,   5,  13,    75.191,    16.325,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5378,'1 ',1,   5,  13,    88.816,    19.283,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5379,'1 ',1,   5,  17,   214.977,    46.674,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5381,'1 ',1,   5,  14,   104.143,    22.611,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5385,'1 ',1,   5,  16,   314.468,    68.275,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5386,'1 ',1,   5,  16,    82.928,    18.005,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5387,'1 ',1,   5,  17,   101.465,    22.029,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5389,'1 ',1,   5,  13,   114.142,    24.782,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5392,'1 ',1,   5,  13,     9.780,     2.123,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5393,'1 ',1,   5,  13,    19.469,     4.227,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5400,'1 ',1,   5,  16,   141.292,    30.676,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5402,'1 ',1,   5,  18,    86.087,    18.691,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5407,'1 ',1,   5,  18,    27.769,     6.029,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5408,'1 ',1,   5,  16,    34.679,     7.529,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5409,'1 ',1,   5,  17,   120.786,    26.224,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5411,'1 ',1,   5,  13,   156.698,    34.021,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5412,'1 ',1,   5,  16,   188.691,    40.967,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5420,'1 ',1,   5,  17,    19.148,     4.157,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5421,'1 ',1,   5,  16,     2.627,     0.570,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5422,'1 ',1,   5,  17,   238.745,    51.835,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5425,'1 ',1,   5,  16,     1.832,     0.398,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5425,'2 ',1,   5,  16,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5425,'3 ',1,   5,  16,    67.248,    14.600,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5426,'1 ',1,   5,  14,    57.233,    12.426,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5427,'1 ',1,   5,  14,    33.027,     7.171,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5428,'1 ',1,   5,  17,   111.268,    24.158,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5429,'1 ',1,   5,  17,   138.548,    30.081,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5430,'1 ',1,   5,  12,    79.067,    17.167,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5431,'1 ',1,   5,  16,   110.188,    23.923,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5432,'1 ',1,   5,  12,    45.019,     9.774,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5432,'2 ',1,   5,  12,     9.815,     2.131,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5433,'1 ',1,   5,  17,   152.658,    33.144,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5434,'1 ',1,   5,  17,    12.998,     2.822,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5435,'1 ',1,   5,  12,     5.869,     1.274,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5436,'1 ',1,   5,  16,    95.119,    20.652,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5437,'1 ',1,   5,  13,    11.765,     2.554,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5438,'1 ',1,   5,  17,    65.568,    14.236,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5439,'1 ',1,   5,  14,   148.637,    32.271,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5440,'1 ',1,   5,  17,   218.089,    47.350,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5441,'1 ',1,   5,  17,   189.463,    41.135,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5442,'1 ',1,   5,  17,    57.049,    12.386,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5443,'1 ',1,   5,  17,    68.301,    14.829,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5446,'1 ',1,   5,  13,    53.064,    11.521,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5447,'1 ',1,   5,  17,    26.481,     5.749,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5447,'2 ',1,   5,  17,   175.094,    38.015,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5449,'1 ',1,   5,  17,   348.419,    75.647,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5450,'1 ',1,   5,  16,    22.312,     4.844,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5452,'1 ',1,   5,  13,   139.116,    30.204,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5453,'1 ',1,   5,  17,    19.109,     4.149,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5453,'2 ',1,   5,  17,    69.526,    15.095,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5454,'1 ',1,   5,  16,    62.327,    13.532,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5455,'1 ',1,   5,  12,    12.356,     2.683,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5456,'1 ',1,   5,  15,     7.462,     1.620,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5456,'2 ',1,   5,  15,     9.004,     1.955,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5457,'1 ',1,   5,  17,    89.058,    19.336,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5457,'2 ',1,   5,  17,    46.056,     9.999,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5460,'1 ',1,   5,  13,    18.475,     4.011,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5461,'1 ',1,   5,  13,    95.009,    20.628,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5462,'1 ',1,   5,  16,   112.290,    24.380,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5463,'1 ',1,   5,  17,   209.225,    45.426,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5465,'1 ',1,   5,  16,   284.711,    61.815,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5466,'1 ',1,   5,  13,     9.705,     2.107,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5467,'1 ',1,   5,  16,    36.836,     7.998,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5468,'1 ',1,   5,  17,    54.978,    11.937,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5469,'1 ',1,   5,  17,    11.091,     2.408,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5470,'1 ',1,   5,  13,    92.026,    19.980,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5471,'1 ',1,   5,  12,     1.883,     0.409,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5472,'1 ',1,   5,  15,     5.959,     1.294,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5473,'1 ',1,   5,  18,     2.944,     0.639,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5473,'2 ',1,   5,  18,     2.310,     0.501,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5474,'1 ',1,   5,  14,     4.060,     0.881,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5475,'1 ',1,   5,  17,    77.356,    16.795,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5476,'1 ',1,   5,  14,    14.321,     3.109,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5477,'1 ',1,   5,  13,   103.137,    22.392,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5478,'1 ',1,   5,  17,   180.012,    39.083,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5480,'1 ',1,   5,  17,   233.898,    50.782,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5481,'1 ',1,   5,  17,    75.931,    16.486,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5482,'1 ',1,   5,  16,    90.284,    19.602,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5483,'1 ',1,   5,  17,   110.438,    23.978,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5484,'1 ',1,   5,  15,     0.779,     0.169,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5484,'2 ',1,   5,  15,     7.427,     1.612,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5485,'1 ',1,   5,  14,     6.119,     1.329,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 6001,'1 ',1,   6,  22,   135.471,    29.413,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 6002,'1 ',1,   6,  26,    42.384,     9.202,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 6005,'1 ',1,   6,  25,    98.501,    21.386,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 6011,'1 ',1,   6,  22,     9.384,     2.037,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 6011,'2 ',1,   6,  22,    21.959,     4.768,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 6012,'1 ',1,   6,  25,    17.625,     3.827,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 6013,'1 ',1,   6,  26,     0.920,     0.200,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 6013,'2 ',1,   6,  26,   122.911,    26.686,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 6014,'1 ',1,   6,  24,     7.192,     1.561,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 6015,'1 ',1,   6,  26,    32.318,     7.017,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 6016,'1 ',1,   6,  26,   230.245,    49.989,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 6017,'1 ',1,   6,  22,   108.720,    23.605,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 6018,'1 ',1,   6,  23,     3.210,     0.697,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 6019,'1 ',1,   6,  23,    77.086,    16.736,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 6020,'1 ',1,   6,  23,    21.568,     4.683,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 6023,'1 ',1,   6,  23,   173.415,    37.651,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 6024,'1 ',1,   6,  23,   110.912,    24.081,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 6025,'1 ',1,   6,  26,    53.393,    11.592,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 6025,'2 ',1,   6,  26,    30.952,     6.720,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 6026,'1 ',1,   6,  26,    28.861,     6.266,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 6027,'1 ',1,   6,  23,    84.795,    18.410,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 6028,'1 ',1,   6,  23,   134.868,    29.282,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 6029,'1 ',1,   6,  24,     2.310,     0.501,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 6029,'2 ',1,   6,  24,     5.274,     1.145,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 6029,'3 ',1,   6,  24,     1.527,     0.332,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 6031,'1 ',1,   6,  24,    38.085,     8.269,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 6032,'1 ',1,   6,  23,    47.505,    10.314,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 6035,'1 ',1,   6,  23,   269.309,    58.471,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 6037,'1 ',1,   6,  22,   192.524,    41.800,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 6040,'1 ',1,   6,  23,   105.423,    22.889,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 6043,'1 ',1,   6,  26,   193.538,    42.020,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 6044,'1 ',1,   6,  26,    23.878,     5.184,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 6047,'1 ',1,   6,  26,   195.558,    42.458,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 6055,'1 ',1,   6,  26,     6.428,     1.396,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 6058,'1 ',1,   6,  22,   233.123,    50.614,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 6059,'1 ',1,   6,  26,     4.483,     0.973,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 6060,'1 ',1,   6,  26,    97.264,    21.117,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 6061,'1 ',1,   6,  23,   193.013,    41.906,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 6064,'1 ',1,   6,  25,   107.631,    23.368,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 6065,'1 ',1,   6,  23,    19.387,     4.209,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 6091,'1 ',1,   6,  23,    49.337,    10.712,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 6092,'1 ',1,   6,  24,    46.538,    10.104,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 6093,'1 ',1,   6,  22,    52.903,    11.486,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 6094,'1 ',1,   6,  22,    88.714,    19.261,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 6095,'1 ',1,   6,  23,    89.227,    19.372,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 6096,'1 ',1,   6,  24,    33.642,     7.304,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 6097,'1 ',1,   6,  26,   137.495,    29.852,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 6098,'1 ',1,   6,  23,   172.542,    37.461,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 6099,'1 ',1,   6,  26,    27.898,     6.057,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 6100,'1 ',1,   6,  22,    49.215,    10.685,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 6103,'1 ',1,   6,  25,     3.559,     0.773,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 6103,'2 ',1,   6,  25,    41.084,     8.920,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 6109,'1 ',1,   6,  25,    11.925,     2.589,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 6109,'2 ',1,   6,  25,     6.914,     1.501,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 6112,'1 ',1,   6,  26,    21.090,     4.579,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 6113,'1 ',1,   6,  23,    26.783,     5.815,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 6114,'1 ',1,   6,  26,    92.057,    19.987,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
